title,company,location,date,summary,url
Sales Associate/Cashier,Cromdale Liquor Store,"Edmonton, AB",9 hours ago,Are you an energetic dynamic person who loves customer service? We want you to work with our team! Team Members are responsible for providing exceptional...,https://www.indeed.ca//rc/clk?cmp=Jrick-Holdings-o%2Fa-66th-Street-Liquor-Store&ti=Sales+Associate+Cashier&jk=a5790c327392c7ef&fccid=f123351f8401f943&vjs=3
Cashier,Rona,"Edmonton, AB",30+ days ago,"It is not designed to contain nor should it be interpreted as a comprehensive inventory of all duties, responsibilities, and qualifications of all employees...",https://www.indeed.ca//rc/clk?jk=d8fccb8e14f145b9&fccid=44eb9c434f333f27&vjs=3
Team Member/Cashier,La Poutine Inc.,"Edmonton, AB",3 days ago,"We like to have fun at work AND provide the best service + quality food possible.We offer competitive wages, flexible scheduling, weekly tip distribution and a...",https://www.indeed.ca//company/La-Poutine-Inc./jobs/Team-Member-Cashier-b33c0051dbd58247?fccid=c247a1541f69df28&vjs=3
Cashier,Busy Bee Tools,"Edmonton, AB",3 days ago,As a Cashier you will be on the front line of the most dynamic wood and metal working tool store. You will interact and assist with all types of customers......,https://www.indeed.ca//rc/clk?jk=a1eda28cb176208b&fccid=01d49e2409efd47b&vjs=3
Retail Cashier,Bed Bath & Beyond,"Edmonton, AB",20 days ago,"Package customer purchases for removal from the store (includes wrapping, bagging) • Ensure all items intended for purchase are identified and properly scanned ...",https://www.indeed.ca//rc/clk?jk=0df23665fbeef517&fccid=c15e7ff826ab4ec1&vjs=3
Cashier,United Cycle,"Edmonton, AB",30+ days ago,Awesome staff discounts on everything in store and special Pro deals from our suppliers. 1+ year cashier and/or customer service experience....,https://www.indeed.ca//rc/clk?jk=979077dd07441666&fccid=6c19f0c724a803b5&vjs=3
Cashier,Mary Brown's Chicken and Taters,"Edmonton, AB",30+ days ago,"Must be patient, attentive and be able to upsell. Reports damaged and/or inoperable equipment and fixtures to manager on duty. In the Point of Sales....",https://www.indeed.ca//company/Mary-Brown's-Chicken-and-Taters/jobs/Cashier-19e2b9ebcce72b7f?fccid=830ec356eeaed9cd&vjs=3
Cashier/Sales Associate,Daily Grove Minimart,"Edmonton, AB",16 days ago,We are looking to hire a responsible front end sales clerk and cashier for part time/full time. Required and some computer skills & related experience in retail...,https://www.indeed.ca//company/Daily-Grove-Minimart/jobs/Cashier-Sales-Associate-1e9a4c4cfd4f0eb6?fccid=0157d9caebb7a132&vjs=3
Cashier,Loblaw Companies Limited,"Edmonton, AB",10 days ago,"We have made it a priority to reflect our nation’s evolving diversity in the products we sell, the people we hire, and the culture we create in our organization...",https://www.indeed.ca//rc/clk?jk=9dc64ff9a8beb4b0&fccid=bc30630cfcc120d4&vjs=3
Line Cook/Prep Cook/Cashier- South Commons,The Burger's Priest - Edmonton (South Commons),"Edmonton, AB",11 days ago,"If you’re looking for entry level, flexible hours and a fun work environment, please apply via email with resume....",https://www.indeed.ca//pagead/clk?mo=r&ad=-6NYlbfkN0AljGcrQik-2GE_Pl5bar0rNvGyRzDXCur-teW9gSGKb8oDOqthZmxJNNkIac0_hr50mscjO755NMnw0QJRnB01wcLPD8XEYOcsIV4O2lOo9pXinEHEGff3YYhbrCLjXW3Q8WNNaPCeZuM4KF62MUHvoz-5o1gf6D6Oo2GEH11h5OkyNl2CdoAXyx9tKqWnqtjDWRsAwsfk1M-Jc1RIq_8RZB4KDeMWl-wWS61golbLO0bKYMpZSKNeWvhOvP5iSQ7y-SjWOiSURu-a3vN2ckt3s_3Pv2FSAtNN9hQpUJ2icDYVC8aKdv8ws3-ascg3J56WeLyX0EUvx0rODedw_LjTZFOKcn9ACObb5VxlIUL6-586hrDaMtvF2eCEBVPnmOZeI74joDxRwFt2y_9N2cVXroO66_xC9z0hOWjgd0Q2eQxkbcPuU-Z2d0xrAAenonO7qnnNYlQjxA==&p=0&fvj=1&vjs=3
Front Counter Server,Woodshed Burgers,"Fort Saskatchewan, AB",11 hours ago,We are looking for outgoing and personable people to join our front of house service team. Woodshed Burgers *is all beef and no bull!...,https://www.indeed.ca//pagead/clk?mo=r&ad=-6NYlbfkN0BsN7HQOJJ_M1fiaRVH9K28zp-ywMI8brRXHbtFxRfBYkGgR_a6NCRvNOjOTqp1v6zKnHOV7wKIhp146EDKQnUDxu2iFwK8ZDD0HBrTpL0xX98t28SEQ-X5xeJ88zX4Gd8Ov_5be5DK1Dx1Wut5dZAGiPsDjrdARZL5r48nx6O1zVtfGW4PU0Hfa1K8fYtVAeLNaoERkRyXedFwA-XwxjdrO5h0n1a27sbB8olu0W5VwQAXRuecPJugyiiKoR30M4GA2yVIaeBhE3IotalDxeNNp12lKEozSIaE7-XtJYXutIxX5o8Dmq-D_ThIhc_GtqOwlooSvu3CXiGMEl8ASkOw84oa8xhyLv_ebhZoNxs5gu1vZWef1vSwJRSXBKqtGCaxlgY7vRFyYsClatYmQTwTdiqvyRWHXXQSN1q_PgIv-Q==&p=1&fvj=1&vjs=3
Front Desk / Guest Services Agent,Home2 by Hilton Edmonton South,"Edmonton, AB",18 days ago,Assign guests to hotel rooms. A Front Desk Agent with Home2 Suites by Hilton Edmonton South is responsible for delivering an excellent Guest and Member...,https://www.indeed.ca//pagead/clk?mo=r&ad=-6NYlbfkN0BTmcdQvo8x1K3xWMclrw_Hmsht-sKcj_cJ_quSTT1WBkqdjrsSFDocXZSBlgxTfLEKpuESjtvvq5TI_cpEx_IJHNebQvlvvX2mE8ckHj2-vC3qbaVEM7x4ZcedXnvo38IaUjYVCMgxO-337XNA-LNkr2cUpAGbezbrIO9mbR_1WudzvlAnJmuAYNMybmu0ei0dqY34EyZ5MqDTpBxiO_XrE3raagVW95bu5KkIsKaHAnsNCmfHCBUGxP9cBJUk280-QmXzAt3go3ofyTBzmcfCrz0l6Tzs-BUCLRMt6zQ9yUs3PObSisSMxUDYTNaUYMk4DZKoVJMBrwOsiJh0e4qzawWkfnCQo3KvlJiYgIFwEtWFgR5v8EP9J2inJCXAXCHesM5GMCphEkmfiqUUfhu2miJwaVzlJO_nNGNzsvJIPuKramGT6pWQ&p=2&fvj=1&vjs=3
LWS - Head Cashier,Lowe's Canada,"Edmonton, AB",2 days ago,"1 year experience as a head cashier; 1 year retail experience as a cashier Preferred; 1 year supervisory experience in any field, including directing,...",https://www.indeed.ca//pagead/clk?mo=r&ad=-6NYlbfkN0ALVWUtuTGbrgu54GPZXaGAvo-57-dDGNxXTPgO3qFaT5mvasJKNO18KxrrjlNuQsvm2x_zHNAMPtTeGLtM45zU1lLzwv92j90wApS96cqxrXCQfHaXvpHI_oMzKT31P5jygGHifuYzabnQ-1qIU-N9IzTgdDxelgHmiMLsezrEb2cydhc6y814u-eXDBuktEEqtU5x3KpitZKtix7K_N8SZ2Ax7Ieimm2nG7xkz8Jgnq3NnjYcZCtqmhiuVz72AMlwHEaJfZFBYS_mhNaqArVAMZuLe-zjazbZsUvHJUg5GuEOOlSPIu7SVxn-BsNHlMsNtzSO8hRNHd2Az0h5WgzWFl4qcMw_vy1Z2L369HjJYdnzcFhwxYp_BO7m11AQhRa-WVrgieuBSbsomyIK1VMk6ZJWeFYE7NdnUGONpywrPmw-CprdaYC0U-NN7fC_MNZ75Pc1A_rEJ0B1tjzA2j4RHmPpliXcArVCmMbQ2DviLGll-oGHhcpS23U1H2nfdWRQHu9iW0dkVy2rGXqCYPcVIoHMB0AMlzo95APa0oBQ_6XLvFa9QqTnogcUWYyvAFTI5UqlHvzKJnPlJqCzHWa5uRr1VZIpaOqSucoZLgSzIo8ZXQntSovi7tEw4FwAiyE=&p=3&fvj=0&vjs=3
Front End Clerk - Southbrook,Sobeys Liquor,"Edmonton, AB",30+ days ago,"Front End Clerk*. Sobeys Liquor is searching for part-time Front End Clerks to join our team. The ideal candidate must be a mature individual with experience,...",https://www.indeed.ca//pagead/clk?mo=r&ad=-6NYlbfkN0Dp3zOEVsIugWlNQDNs6dLIcxOJtuIp9HGtq5c2MfWM5ZtnMIdci-uTNUazGVJ3xL0eV6IxO08F8u2F59mJ9rn1VjGNc-whaBhv8RTQTg4G8oyZt3GVkdBe4PKS7ngFg1Vyw2jvHw-2WOBYpgxeUUOD5YpFTn3cepFwUQ3jKMFOZCtHRC_Ic16-k17aaOzj7X4P_Ok5ZLSVVnvr9mPjQPkPQvpJPoAJsVZhbQ_BM_dUe8YyKywD8EdXemGPxvsLA9nrSRN98zrtOr_gPJ3f8jqavjvqkT1d2s6tjj4Bqq0MdLtR9HySwtOp3tdZBxJAcLU3G2gf5KRytauisHdiDqlbXg_69JENxqYUIUiiKEyZZKM2jlbRb-MZndRmBqyUQDPpG9e3-syIIRW22igzSwIlDXEFUBbusrF7ysuuzGJCGKQuaYyXcYsr&p=4&fvj=1&vjs=3
Cafeteria cashier,Kensington Bingo Ltd.,"Edmonton, AB",24 days ago,"Salary$$15 to $16HOUR hourly for 12 to 30 hours per week. Terms of employment Permanent. Part time. Day, Evening, Weekend....",https://www.indeed.ca//rc/clk?jk=88826a2073d9a5ab&fccid=24ec7c8a86caf6d1&vjs=3
PT Flex Cashier,Walmart Canada,"Edmonton, AB",30+ days ago,Correctly counting back change to the Customer to prevent cash overages and shortages. Additional Responsibilities • Adheres to all company policies and...,https://www.indeed.ca//rc/clk?jk=7ae5cd34de19c67e&fccid=822bc5d9a49270ea&vjs=3
Cashier/Customer Service/Food Prep,THE CHOPPED LEAF,"Edmonton, AB",14 days ago,"The Chopped Leaf is a quick service, healthy alternative restaurant with a specialty in wraps, salads, soups and more....",https://www.indeed.ca//company/THE-CHOPPED-LEAF/jobs/Cashier-Customer-Service-Food-Prep-a565fc307d387edf?fccid=131b41a4cdcb9580&vjs=3
customer service cashier,P&D Enterprises,"Edmonton, AB",4 months ago,"Computerized inventory record keeping and re-ordering system. Monitor all entrances and exits, request proof of payment when necessary....",https://www.indeed.ca//rc/clk?jk=61a03bd5d9102c50&fccid=3a590d39af40dbce&vjs=3
Amusement Cashier - The Rec Room West Edmonton,Cineplex,"Edmonton, AB",1 day ago,"Cineplex Entertainment, headquartered in Toronto, Ontario, is currently recruiting for the position of Amusement Cashier - The Rec Room West Edmonton, reporting...",https://www.indeed.ca//rc/clk?jk=33b88fa7a17e1465&fccid=01a5b39f260f43cd&vjs=3
Customer Service and Cashier - Day Shift,Pick n Pull Auto Dismantlers,"Sherwood Park, AB",23 days ago,"Customer Service and Cashier - Day Shift*. We also offer growth opportunities, employee recognition programs and employee discounts....",https://www.indeed.ca//company/Pick-n-Pull-Auto-Dismantlers/jobs/Customer-Service-Cashier-2db5652a7d6121b2?fccid=0ca0f6d0dba6adf5&vjs=3
Cashier,JYSK Canada,"Sherwood Park, AB",1 day ago,"Today, JYSK operates 62 stores across Canada, including locations in British Columbia, Alberta, Saskatchewan, Manitoba, Ontario, and Québec....",https://www.indeed.ca//rc/clk?jk=d6daf39934fa65de&fccid=a5aea01671306f7a&vjs=3
Cashier: Part Time (Strathcona),The Home Depot,"Edmonton, AB",9 days ago,"Achieve cashier metrics on a daily basis. Previous cashier experience would be an asset. Cashiers process transactions, answer customer questions, and ensuring...",https://www.indeed.ca//rc/clk?jk=28dfc920e9519503&fccid=82e58e9861d48566&vjs=3
Little Burgundy Cashier (Part-Time),Little Burgundy,"Edmonton, AB",2 days ago,Reports directly to the Store Manager and the Assistant Manager and works in close collaboration with other resource departments. OB OBJECTIVE....,https://www.indeed.ca//rc/clk?jk=29ec22f6c4beb0cc&fccid=22acaae59f27e818&vjs=3
"Barista, Cashier, and Waiter",Little Brick Cafe and General Store,"Edmonton, AB",1 day ago,"Well Little Brick is on the look out for two more baristas! Do you love supporting your local communities, making (and of course drinking) coffee, as well as...",https://www.indeed.ca//company/Little-Brick-Cafe-and-General-Store/jobs/Barista-b702f972c1b04a15?fccid=c5ac15e5937e4434&vjs=3
Cashier,JYSK,"Edmonton, AB",18 days ago,"Today, JYSK operates 62 stores across Canada, including locations in British Columbia, Alberta, Saskatchewan, Manitoba, Ontario, and Québec....",https://www.indeed.ca//rc/clk?jk=ad2dd02244d3d57e&fccid=a5aea01671306f7a&vjs=3
Retail Cashier,Pilot Flying J,"Edmonton, AB",8 days ago,"Other responsibilities include managing shelves and inventory, operating the cash registers, and maintaining the overall appearance and cleanliness in the store...",https://www.indeed.ca//rc/clk?jk=af86cdc12b486932&fccid=b82ff2391315d909&vjs=3
Ice Cream Barista,720 Sweets,"Edmonton, AB",6 months ago,"Detail oriented, excel in customer service, excellent team player, great work ethic, and more; If you have a great personality, value team-work, are someone who...",https://www.indeed.ca//company/Sweet-Escape/jobs/Ice-Cream-Barista-d0c8aec97ac30284?fccid=f88d5e687e38b892&vjs=3
Customer Service Manager/PT,Walmart Canada,"St. Albert, AB",30+ days ago,"Co-ordinating the lunch/break schedules for Cashiers, and Courtesy Desk Associates. Assigning cashiers to registers and managing breaks of associates as...",https://www.indeed.ca//rc/clk?jk=5c72f9f40d3cfdbe&fccid=822bc5d9a49270ea&vjs=3
Seasonal Sales Associate,LAZY ONE,"Sherwood Park, AB",30+ days ago,"Cashier experience a plus but not required. Sales experience a plus but not required. Will have direct contact with customers, helping them find what they want....",https://www.indeed.ca//company/LAZY-ONE/jobs/Seasonal-Sales-Associate-5c3b306eb5e0a447?fccid=f511cbb08a95c10e&vjs=3
Front Counter Server,Woodshed Burgers,"West Edmonton Mall, AB",30+ days ago,We are looking for outgoing and personable people to join our front of house service team. Woodshed Burgers *is all beef and no bull!...,https://www.indeed.ca//pagead/clk?mo=r&ad=-6NYlbfkN0BsN7HQOJJ_M1fiaRVH9K28zp-ywMI8brRXHbtFxRfBYkGgR_a6NCRvNOjOTqp1v6zKnHOV7wKIhp146EDKQnUDxu2iFwK8ZDD0HBrTpL0xX98t28SEQ-X5xeJ88zX4Gd8Ov_5be5DK1Dx1Wut5dZAGiPsDjrdARZLoM4bjPlhLEUMCMtUH0kxEpIWQ0hRh79CCW8ckvBYNBIkvYsMFIsKXFOVsCajjLU8Rp-71Bb3pdZqJ_XcweUrFJdvEqh9TK7GPM9k3XHLj6pD7sX-hrPDxUwcp6cJ3Gqko-4ZCcjyiRa1HiGKwHDBEd3Ecl9wWbje6YKvAONoxeP_gxlN7RZiI2DeYxEWsfLK0bjux4sG6FcPSWxsRMXHqC-lcdce6Uo2D64yYRNYRidypMld443GsThiLj77a__iDktOIWAriDQ==&p=0&fvj=1&vjs=3
Front Desk / Guest Services Agent,Home2 by Hilton Edmonton South,"Morinville, AB",7 days ago,Assign guests to hotel rooms. A Front Desk Agent with Home2 Suites by Hilton Edmonton South is responsible for delivering an excellent Guest and Member...,https://www.indeed.ca//pagead/clk?mo=r&ad=-6NYlbfkN0BTmcdQvo8x1K3xWMclrw_Hmsht-sKcj_cJ_quSTT1WBkqdjrsSFDocXZSBlgxTfLEKpuESjtvvq5TI_cpEx_IJHNebQvlvvX2mE8ckHj2-vC3qbaVEM7x4ZcedXnvo38IaUjYVCMgxO-337XNA-LNkr2cUpAGbezZGctyYvRS-qkp_o52r_CzOotcPggHOMmOkAZqi-MPz_ulpOZ7NncfqgRUCMCgQReGl15HOZBP44at_YW1X9fntoJumPAF6CY10LcVSbQYwy6YyWwvfPJAzStBdvP33hDA2eg4XWes46CXHOmoUSLjBujy3pde30PtNdCEpOEgc3-j1X2un4mKRqdD6VFNVUq0lmrr3n3Blf1o7RDAG2pe7PnxAQBep9_tg_NAkyG2ZCRNG-SjTljQw6Q6Le7QK-oYzYSsDHfBr4GhdYk4XfRSn&p=1&fvj=1&vjs=3
Server and Cashier,Pretzelmaker,"Edmonton, AB",25 days ago,We will teach you everything you need to know to succeed on the job. If you are looking for a new opportunity apply today . What are we looking for?...,https://www.indeed.ca//company/summer-hill-foods/jobs/Server-Cashier-fac1df3e68d959c0?fccid=79f7d57ce317c13d&vjs=3
Cashier,Home Hardware,"Edmonton, AB",30+ days ago,"Assist in training new cashiers. Work on special projects as assigned by head cashier or supervisor. The cashier provides all point-of-sale functions, including...",https://www.indeed.ca//rc/clk?jk=b0465e3ddffdf938&fccid=3d2d6be43c424e69&vjs=3
Veterinary Receptionist,Edmonton West Animal Hospital,"Spruce Grove, AB",4 days ago,"We offer competitive wages, scrub allowance, staff discounts, and health and dental group benefits for full time staff....",https://www.indeed.ca//company/Edmonton-West-Animal-Hospital/jobs/Veterinary-Receptionist-e1ebb1b188133f18?fccid=e1a02e1c292eed24&vjs=3
Restaurant Team Member,Freshii,"Edmonton, AB",2 days ago,"Retail or quick service restaurant experience in a fast-paced environment an asset (hostess, server, cashier, cook). Resolve any guest service issues....",https://www.indeed.ca//company/freshii/jobs/Restaurant-Team-Member-305a2c355cd6ffe2?fccid=ca6b2c143530952b&vjs=3
Sales Associate/Cashier,LIQUOR KING,"Edmonton, AB",3 days ago,Help customers find the right product with the right knowledge of liquor. Unloading the delivery and putting it in their rightful place. Must be 18 and over....,https://www.indeed.ca//company/LIQUOR-KING/jobs/Sales-Associate-Cashier-2acc3bf88d0f8c0c?fccid=d536b4ba6488e555&vjs=3
Front Desk Agent,Howard Johnson by Wyndham Edmonton,"Edmonton, AB",5 days ago,Experience is an asset SynXis PMS Knowledge preffered Job Type: Part-time Experience: * hotel: 1 year (Preferred) * SynXis PMS: 1 year (Required) Language...,https://www.indeed.ca//company/Howard-Johnson-by-Wyndham-Edmonton/jobs/Front-Desk-Agent-e1a07c948260426d?fccid=5ab75da5199d8923&vjs=3
Client Care Representative,IMPACT Health Glenora,"St. Albert, AB",16 hours ago,"Front desk reception, booking clients for physiotherapy and massage therapy appointments, assisting with billing, and receiving payments from clients....",https://www.indeed.ca//company/IMPACT-Health-Innisfail/jobs/Client-Care-Representative-e7e8f65fd812f16c?fccid=cabcc568bb4e64e5&vjs=3
Order desk/warehouse,MFH,"Sherwood Park, AB",30+ days ago,We are looking for a front order desk / warehouse person to start immediately. Fluent English reading/writing/speaking is a MUST....,https://www.indeed.ca//company/Kitchen-FX/jobs/Order-Desk-Warehouse-b6bf6a831f03eb72?fccid=7ac8d9d087d3df32&vjs=3
LWS - Customer Service Associate - Front End,Lowe's Canada,"Fort Saskatchewan, AB",1 day ago,6 months retail experience.6 months experience as a cashier. This position reports to an Assistant Store Manager and takes daily direction from a Department...,https://www.indeed.ca//rc/clk?jk=a2c2146e330370f8&fccid=9a55d5dc8c10ef41&vjs=3
Team Member/Cashier,"TacoTime, Emerald Hills","Edmonton, AB",17 days ago,"Kitchen prep and cleaning Food Safety & Handling Standard Customer Service experience Fast Food Restaurant work experience Job Types: Full-time, Part...","https://www.indeed.ca//company/TacoTime,-Emerald-Hills/jobs/Team-Member-Cashier-b01beb0be394ed7b?fccid=96b3b2981381b0b3&vjs=3"
Cashier/Customer Service,Cannabis House Fort Saskatchewan,"Edmonton, AB",3 days ago,Cannabis House Fort Saskatchewan is seeking an enthusiastic individual for part-time work.. Keeping up to date with changes in the laws of the industry....,https://www.indeed.ca//company/Cannabis-House-(Fort-Sask)/jobs/Cashier-Customer-Service-89db4ae2f0f56ac1?fccid=eff4b91eaa278baa&vjs=3
cashier supervisor - retail,Naam Fuel Resources LTD,"Edmonton, AB",9 days ago,"Prepare reports on sales volumes, merchandising and personnel matters; Hire and train or arrange for training of staff. Assign sales workers to duties;...",https://www.indeed.ca//rc/clk?jk=0bad64a82cf3624d&fccid=6f3530975f3495d3&vjs=3
Front Desk/Membership Sales,Full Force Fitness,"Edmonton, AB",2 days ago,Do you set yourself daily goals and accomplish them no matter what?*We do have a sales quota and call quota that must be completed. But we need some help....,https://www.indeed.ca//company/Full-Force-Fitness-Club---Edmonton/jobs/Front-Desk-Membership-Sales-c431ff89002d9f7c?fccid=6ca25422ad5e1eb7&vjs=3
Dispensary - Budtender/Sales Associate,Cannabis House,"Edmonton, AB",3 days ago,Passion for learning more about the Cannabis industry and AGLC rules and regulations. Retail store associate - Cannabis House....,https://www.indeed.ca//company/Cannabis-House/jobs/Dispensary-ee31959f686cbbad?fccid=24134509050a4f69&vjs=3
Courtesy Desk Associate/PT,Walmart Canada,"St. Albert, AB",14 hours ago,Additional Responsibilities • Adheres to all company policies and standard operating procedures. A Courtesy Desk Associate provides friendly and professional...,https://www.indeed.ca//rc/clk?jk=03a75ef32bdacad7&fccid=822bc5d9a49270ea&vjs=3
Temporary Front Desk Position in Orthodontic Clinic,Sphinx Orthodontics,"Edmonton, AB",4 days ago,"Ideally looking for someone between Monday and Friday but there is flexibility with hours, (most importantly someone for Mondays, Tuesdays and Thursday...",https://www.indeed.ca//company/Sphinx-Orthodontics/jobs/Temporary-Front-Desk-Position-Orthodontic-Clinic-3929667b8a3c3739?fccid=23c12dddd5c593ed&vjs=3
Produce Clerk and Customer Service,Amaranth Whole Foods Market,"Nisku, AB",24 days ago,The Produce Clerk and Cashier is responsible for the quality look and care of the produce department as well as supporting as a cashier....,https://www.indeed.ca//company/Amaranth-Foods/jobs/Produce-Clerk-Customer-Service-d29d9b9addb3e018?fccid=3bd3df99870ed0c6&vjs=3
Head Cashier: Part Time (Westmount),The Home Depot,"Edmonton, AB",9 days ago,"Driving awareness of current promotions by providing Front End associates with promotion locations so they can effectively direct customers , communicating...",https://www.indeed.ca//rc/clk?jk=db83e8245efbd5fe&fccid=82e58e9861d48566&vjs=3
Front Desk / Guest Services Agent,Home2 by Hilton Edmonton South,"Nisku, AB",24 days ago,Assign guests to hotel rooms. A Front Desk Agent with Home2 Suites by Hilton Edmonton South is responsible for delivering an excellent Guest and Member...,https://www.indeed.ca//pagead/clk?mo=r&ad=-6NYlbfkN0BTmcdQvo8x1K3xWMclrw_Hmsht-sKcj_cJ_quSTT1WBkqdjrsSFDocXZSBlgxTfLEKpuESjtvvq5TI_cpEx_IJHNebQvlvvX2mE8ckHj2-vC3qbaVEM7x4ZcedXnvo38IaUjYVCMgxO-337XNA-LNkr2cUpAGbezY9TUKwRTcW6Q9boIFb9cltPFs5jGvD0kf8zzn4K1XgBVfpxDxDjkbg5dxXPcy5bH5nE6O7GRqfaMuHmpKD4L6natJ61FbpxxU8KkInV63KswCMb1f50f6948kgtmKTrviM0dCXT_1tG-9Dvo-6T3BwrO_LLrdvu4-Bih3FSpC6XNTe9RTNsnQxXHqGrbQ-w_BJL1NqWuMahKRijCaHQg7vofETS16Prwq1Lb9QeW0nMZDT0M65gWdPkZ0_PfHngd5p1fr3hizCG6iW63Qqlzi-&p=0&fvj=1&vjs=3
